"id","text","label","attack_type","risk_level","language","source_type","contains_url","suspicious_keywords","explanation","synthetic_generated"
"326","تم تعليق حسابك على Instagram. قم بالتأكيد فوراً: http://caldwell.com/","phishing","job_scam","high","ar","sms","1","security, bitcoin, click","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"327","تم إيقاف توصيل الطرد الخاص بك. اضغط هنا: http://lewis.com/","phishing","fake_support","critical","ar","email","1","bitcoin, suspended, security","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"328","Your Facebook account has been suspended. Verify immediately: https://smith.com/","phishing","banking","high","en","social_media","1","verify, urgent, delivery","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"329","Votre rendez-vous est prévu demain à 10h.","legitimate","normal","low","fr","sms","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"330","Your package delivery failed. Update your address now: http://farrell.info/","phishing","fake_support","high","en","url","1","delivery, bitcoin, click","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"331","تحذير عاجل: قم بتأكيد كلمة المرور الخاصة بك الآن: https://robinson.com/","phishing","crypto_scam","critical","ar","social_media","1","verify, password, suspended","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"332","Your CIH Bank account has been suspended. Verify immediately: https://shaw.com/","phishing","delivery","medium","en","social_media","1","delivery, bitcoin, suspended","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"333","You won 2 BTC. Claim your reward here: http://perry-martinez.biz/","phishing","credential_theft","medium","en","social_media","1","click, verify, urgent","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"334","Votre commande a été expédiée avec succès.","legitimate","normal","low","fr","email","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"335","Your PayPal account has been suspended. Verify immediately: https://tucker.com/","phishing","crypto_scam","high","en","email","1","click, urgent, security","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"336","تم تعليق حسابك على Amazon. قم بالتأكيد فوراً: https://ruiz.org/","phishing","job_scam","medium","ar","social_media","1","click, confirm, suspended","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"337","تحذير عاجل: قم بتأكيد كلمة المرور الخاصة بك الآن: http://nichols.com/","phishing","social_media","high","ar","sms","1","security, click, delivery","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"338","Urgent! Confirm your password now to avoid account deletion: https://brooks-maxwell.com/","phishing","crypto_scam","critical","en","url","1","security, delivery, urgent","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"339","تم إرسال طلبك بنجاح.","legitimate","normal","low","ar","sms","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"340","Votre commande a été expédiée avec succès.","legitimate","normal","low","fr","sms","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"341","Vous avez gagné 2 BTC. Réclamez votre récompense ici : http://cameron.net/","phishing","delivery","medium","fr","sms","1","suspended, password, bitcoin","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"342","Your package delivery failed. Update your address now: http://ware.com/","phishing","credential_theft","critical","en","sms","1","bitcoin, click, password","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"343","تم إيقاف توصيل الطرد الخاص بك. اضغط هنا: https://carpenter-jackson.biz/","phishing","credential_theft","medium","ar","sms","1","urgent, suspended, click","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"344","موعدك غداً على الساعة العاشرة صباحاً.","legitimate","normal","low","ar","email","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"345","تحذير عاجل: قم بتأكيد كلمة المرور الخاصة بك الآن: http://townsend-rodriguez.info/","phishing","fake_support","high","ar","sms","1","confirm, suspended, urgent","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"346","Your package delivery failed. Update your address now: http://coleman.com/","phishing","banking","medium","en","sms","1","bitcoin, click, suspended","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"347","Votre colis est bloqué. Cliquez ici : https://garcia.net/","phishing","credential_theft","high","fr","social_media","1","confirm, delivery, click","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"348","تم إيقاف توصيل الطرد الخاص بك. اضغط هنا: http://russell.org/","phishing","job_scam","medium","ar","social_media","1","confirm, bitcoin, urgent","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"349","Your CIH Bank account has been suspended. Verify immediately: http://graham.info/","phishing","delivery","high","en","url","1","suspended, password, verify","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"350","Urgent ! Confirmez votre mot de passe maintenant : http://thomas.com/","phishing","job_scam","high","fr","social_media","1","suspended, delivery, confirm","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"351","Merci pour votre achat récent.","legitimate","normal","low","fr","email","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"352","Votre rendez-vous est prévu demain à 10h.","legitimate","normal","low","fr","email","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"353","Votre rendez-vous est prévu demain à 10h.","legitimate","normal","low","fr","social_media","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"354","Your order has been shipped successfully.","legitimate","normal","low","en","email","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"355","Your order has been shipped successfully.","legitimate","normal","low","en","email","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"356","Votre rendez-vous est prévu demain à 10h.","legitimate","normal","low","fr","social_media","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"357","تحذير عاجل: قم بتأكيد كلمة المرور الخاصة بك الآن: http://boyd-adams.com/","phishing","banking","critical","ar","url","1","confirm, urgent, suspended","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"358","شكراً على عملية الشراء الأخيرة.","legitimate","normal","low","ar","social_media","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"359","Your package delivery failed. Update your address now: https://hicks-scott.com/","phishing","crypto_scam","medium","en","email","1","security, suspended, delivery","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"360","Your order has been shipped successfully.","legitimate","normal","low","en","social_media","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"361","Your meeting is scheduled for tomorrow at 10 AM.","legitimate","normal","low","en","email","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"362","You won 2 BTC. Claim your reward here: https://hawkins.info/","phishing","crypto_scam","high","en","social_media","1","bitcoin, verify, password","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"363","Votre commande a été expédiée avec succès.","legitimate","normal","low","fr","email","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"364","Thank you for your recent purchase.","legitimate","normal","low","en","social_media","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"365","Your order has been shipped successfully.","legitimate","normal","low","en","social_media","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"366","Thank you for your recent purchase.","legitimate","normal","low","en","sms","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"367","Votre compte PayPal a été suspendu. Vérifiez immédiatement : http://kaiser.com/","phishing","fake_support","critical","fr","sms","1","verify, delivery, bitcoin","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"368","Votre compte Facebook a été suspendu. Vérifiez immédiatement : https://bailey-lewis.com/","phishing","job_scam","critical","fr","email","1","click, security, bitcoin","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"369","شكراً على عملية الشراء الأخيرة.","legitimate","normal","low","ar","sms","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"370","Your CIH Bank account has been suspended. Verify immediately: https://estes.com/","phishing","social_media","medium","en","social_media","1","urgent, click, suspended","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"371","تم تعليق حسابك على Attijariwafa Bank. قم بالتأكيد فوراً: http://cabrera.com/","phishing","credential_theft","high","ar","sms","1","click, bitcoin, confirm","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"372","Merci pour votre achat récent.","legitimate","normal","low","fr","social_media","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"373","تم إيقاف توصيل الطرد الخاص بك. اضغط هنا: https://johns-guerrero.biz/","phishing","banking","medium","ar","email","1","bitcoin, click, security","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"374","لقد ربحت 2 بيتكوين. استلم جائزتك هنا: http://solomon.com/","phishing","crypto_scam","high","ar","email","1","suspended, delivery, click","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"375","تحذير عاجل: قم بتأكيد كلمة المرور الخاصة بك الآن: http://james.com/","phishing","credential_theft","critical","ar","url","1","verify, suspended, bitcoin","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"376","Urgent! Confirm your password now to avoid account deletion: http://smith.com/","phishing","social_media","high","en","sms","1","bitcoin, confirm, password","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"377","You won 2 BTC. Claim your reward here: http://nichols.com/","phishing","credential_theft","high","en","email","1","password, verify, delivery","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"378","لقد ربحت 2 بيتكوين. استلم جائزتك هنا: http://brooks.com/","phishing","crypto_scam","medium","ar","email","1","verify, confirm, suspended","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"379","لقد ربحت 2 بيتكوين. استلم جائزتك هنا: http://long.info/","phishing","social_media","medium","ar","social_media","1","bitcoin, security, delivery","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"380","تحذير عاجل: قم بتأكيد كلمة المرور الخاصة بك الآن: http://little.com/","phishing","crypto_scam","critical","ar","url","1","password, security, delivery","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"381","Urgent ! Confirmez votre mot de passe maintenant : http://jackson.com/","phishing","banking","high","fr","social_media","1","bitcoin, suspended, click","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"382","Merci pour votre achat récent.","legitimate","normal","low","fr","email","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"383","Votre commande a été expédiée avec succès.","legitimate","normal","low","fr","social_media","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"384","Your Amazon account has been suspended. Verify immediately: http://soto-meza.com/","phishing","social_media","high","en","social_media","1","bitcoin, confirm, click","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"385","تم إيقاف توصيل الطرد الخاص بك. اضغط هنا: http://oneal.net/","phishing","delivery","high","ar","sms","1","delivery, confirm, verify","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"386","Merci pour votre achat récent.","legitimate","normal","low","fr","social_media","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"387","Votre commande a été expédiée avec succès.","legitimate","normal","low","fr","email","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"388","Vous avez gagné 2 BTC. Réclamez votre récompense ici : http://nichols-walker.info/","phishing","job_scam","high","fr","email","1","click, password, confirm","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"389","Your order has been shipped successfully.","legitimate","normal","low","en","sms","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"390","Thank you for your recent purchase.","legitimate","normal","low","en","sms","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"391","Thank you for your recent purchase.","legitimate","normal","low","en","social_media","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"392","تم إيقاف توصيل الطرد الخاص بك. اضغط هنا: https://carlson.com/","phishing","delivery","critical","ar","sms","1","bitcoin, security, urgent","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"393","لقد ربحت 2 بيتكوين. استلم جائزتك هنا: http://bautista-richards.com/","phishing","crypto_scam","critical","ar","url","1","security, urgent, bitcoin","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"394","تم إرسال طلبك بنجاح.","legitimate","normal","low","ar","social_media","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"395","Your meeting is scheduled for tomorrow at 10 AM.","legitimate","normal","low","en","email","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"396","Votre rendez-vous est prévu demain à 10h.","legitimate","normal","low","fr","social_media","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"397","تم إرسال طلبك بنجاح.","legitimate","normal","low","ar","social_media","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"398","Merci pour votre achat récent.","legitimate","normal","low","fr","email","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"399","Urgent ! Confirmez votre mot de passe maintenant : http://hess.com/","phishing","crypto_scam","high","fr","social_media","1","bitcoin, delivery, security","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"400","تم إرسال طلبك بنجاح.","legitimate","normal","low","ar","email","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"401","You won 2 BTC. Claim your reward here: https://anderson.biz/","phishing","banking","high","en","email","1","verify, password, delivery","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"402","Vous avez gagné 2 BTC. Réclamez votre récompense ici : https://lee-james.info/","phishing","delivery","high","fr","url","1","verify, delivery, confirm","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"403","Votre rendez-vous est prévu demain à 10h.","legitimate","normal","low","fr","sms","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"404","تم إيقاف توصيل الطرد الخاص بك. اضغط هنا: http://matthews-taylor.info/","phishing","banking","critical","ar","email","1","password, click, suspended","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"405","Your package delivery failed. Update your address now: https://bond.info/","phishing","crypto_scam","high","en","sms","1","bitcoin, password, verify","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"406","Merci pour votre achat récent.","legitimate","normal","low","fr","email","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"407","Thank you for your recent purchase.","legitimate","normal","low","en","social_media","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"408","Urgent! Confirm your password now to avoid account deletion: http://mckinney-alexander.com/","phishing","delivery","high","en","email","1","verify, password, delivery","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"409","Vous avez gagné 2 BTC. Réclamez votre récompense ici : http://bradley.com/","phishing","social_media","critical","fr","social_media","1","bitcoin, security, suspended","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"410","Urgent ! Confirmez votre mot de passe maintenant : https://hunter.info/","phishing","credential_theft","critical","fr","social_media","1","verify, password, delivery","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"411","Votre colis est bloqué. Cliquez ici : http://frazier-richards.com/","phishing","delivery","critical","fr","sms","1","security, bitcoin, click","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"412","تحذير عاجل: قم بتأكيد كلمة المرور الخاصة بك الآن: https://hall-rodriguez.com/","phishing","credential_theft","high","ar","sms","1","security, password, click","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"413","Your package delivery failed. Update your address now: https://mitchell-valencia.com/","phishing","job_scam","critical","en","email","1","confirm, urgent, click","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"414","Vous avez gagné 2 BTC. Réclamez votre récompense ici : https://bradley-miller.com/","phishing","crypto_scam","high","fr","url","1","bitcoin, delivery, click","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"415","تحذير عاجل: قم بتأكيد كلمة المرور الخاصة بك الآن: http://gonzalez-lowe.com/","phishing","job_scam","high","ar","email","1","suspended, click, security","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"416","Vous avez gagné 2 BTC. Réclamez votre récompense ici : http://li.com/","phishing","fake_support","critical","fr","email","1","verify, suspended, bitcoin","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"417","Votre compte Facebook a été suspendu. Vérifiez immédiatement : http://sampson.net/","phishing","job_scam","critical","fr","url","1","security, click, delivery","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"418","تم إيقاف توصيل الطرد الخاص بك. اضغط هنا: http://elliott-gray.com/","phishing","delivery","medium","ar","url","1","suspended, confirm, bitcoin","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"419","Votre rendez-vous est prévu demain à 10h.","legitimate","normal","low","fr","email","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"420","تم إيقاف توصيل الطرد الخاص بك. اضغط هنا: http://clayton.com/","phishing","fake_support","critical","ar","url","1","password, security, bitcoin","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"421","You won 2 BTC. Claim your reward here: http://glover-murphy.biz/","phishing","banking","critical","en","social_media","1","security, password, delivery","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"422","Merci pour votre achat récent.","legitimate","normal","low","fr","social_media","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"423","تم تعليق حسابك على CIH Bank. قم بالتأكيد فوراً: https://price.com/","phishing","job_scam","medium","ar","url","1","urgent, suspended, bitcoin","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"424","موعدك غداً على الساعة العاشرة صباحاً.","legitimate","normal","low","ar","email","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"425","Vous avez gagné 2 BTC. Réclamez votre récompense ici : https://miller-carter.org/","phishing","delivery","high","fr","sms","1","suspended, bitcoin, click","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"426","تم تعليق حسابك على Attijariwafa Bank. قم بالتأكيد فوراً: http://chambers.com/","phishing","job_scam","high","ar","social_media","1","confirm, delivery, click","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"427","Your Attijariwafa Bank account has been suspended. Verify immediately: https://nguyen.biz/","phishing","job_scam","critical","en","url","1","confirm, verify, bitcoin","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"428","Urgent! Confirm your password now to avoid account deletion: http://love.info/","phishing","job_scam","high","en","social_media","1","confirm, suspended, password","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"429","Your package delivery failed. Update your address now: https://singleton.com/","phishing","job_scam","high","en","email","1","urgent, verify, confirm","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"430","Votre rendez-vous est prévu demain à 10h.","legitimate","normal","low","fr","email","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"431","Thank you for your recent purchase.","legitimate","normal","low","en","sms","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"432","Urgent ! Confirmez votre mot de passe maintenant : http://barnett.com/","phishing","fake_support","critical","fr","social_media","1","password, suspended, urgent","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"433","Votre rendez-vous est prévu demain à 10h.","legitimate","normal","low","fr","sms","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"434","موعدك غداً على الساعة العاشرة صباحاً.","legitimate","normal","low","ar","email","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"435","Urgent ! Confirmez votre mot de passe maintenant : https://barrett-rowland.com/","phishing","fake_support","high","fr","email","1","verify, urgent, security","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"436","Your package delivery failed. Update your address now: http://smith-wright.com/","phishing","delivery","medium","en","email","1","confirm, verify, bitcoin","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"437","Urgent! Confirm your password now to avoid account deletion: http://johnson.com/","phishing","banking","high","en","email","1","verify, security, password","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"438","Urgent ! Confirmez votre mot de passe maintenant : https://hatfield.com/","phishing","credential_theft","critical","fr","sms","1","verify, urgent, suspended","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"439","Merci pour votre achat récent.","legitimate","normal","low","fr","social_media","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"440","لقد ربحت 2 بيتكوين. استلم جائزتك هنا: http://hodges.com/","phishing","credential_theft","medium","ar","email","1","verify, password, bitcoin","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"441","لقد ربحت 2 بيتكوين. استلم جائزتك هنا: http://anderson.com/","phishing","social_media","high","ar","sms","1","click, suspended, confirm","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"442","تم إيقاف توصيل الطرد الخاص بك. اضغط هنا: https://burch.info/","phishing","crypto_scam","critical","ar","email","1","suspended, click, security","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"443","Your order has been shipped successfully.","legitimate","normal","low","en","sms","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"444","Urgent! Confirm your password now to avoid account deletion: https://lee.com/","phishing","job_scam","high","en","url","1","verify, click, delivery","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"445","Your order has been shipped successfully.","legitimate","normal","low","en","email","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"446","Votre rendez-vous est prévu demain à 10h.","legitimate","normal","low","fr","sms","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"447","شكراً على عملية الشراء الأخيرة.","legitimate","normal","low","ar","sms","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"448","Your Attijariwafa Bank account has been suspended. Verify immediately: https://gillespie-mays.com/","phishing","credential_theft","medium","en","email","1","urgent, suspended, verify","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"449","You won 2 BTC. Claim your reward here: http://horne.com/","phishing","credential_theft","critical","en","url","1","bitcoin, security, urgent","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"450","تم إرسال طلبك بنجاح.","legitimate","normal","low","ar","email","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"451","Urgent ! Confirmez votre mot de passe maintenant : http://foster.biz/","phishing","crypto_scam","medium","fr","social_media","1","bitcoin, verify, password","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"452","موعدك غداً على الساعة العاشرة صباحاً.","legitimate","normal","low","ar","email","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"453","Votre compte PayPal a été suspendu. Vérifiez immédiatement : https://miller-shaffer.com/","phishing","credential_theft","high","fr","sms","1","verify, urgent, confirm","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"454","You won 2 BTC. Claim your reward here: https://cardenas.biz/","phishing","credential_theft","critical","en","social_media","1","password, confirm, verify","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"455","Votre commande a été expédiée avec succès.","legitimate","normal","low","fr","email","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"456","Thank you for your recent purchase.","legitimate","normal","low","en","sms","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"457","Your Microsoft account has been suspended. Verify immediately: http://sherman-clay.com/","phishing","fake_support","high","en","url","1","security, confirm, urgent","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"458","تحذير عاجل: قم بتأكيد كلمة المرور الخاصة بك الآن: https://wells-doyle.com/","phishing","social_media","high","ar","email","1","verify, click, confirm","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"459","Your Attijariwafa Bank account has been suspended. Verify immediately: http://sims-bowers.org/","phishing","job_scam","medium","en","email","1","delivery, confirm, click","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"460","Your meeting is scheduled for tomorrow at 10 AM.","legitimate","normal","low","en","social_media","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"461","تم إرسال طلبك بنجاح.","legitimate","normal","low","ar","social_media","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"462","Votre colis est bloqué. Cliquez ici : http://barnes.com/","phishing","credential_theft","high","fr","email","1","confirm, verify, suspended","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"463","Your meeting is scheduled for tomorrow at 10 AM.","legitimate","normal","low","en","email","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"464","Thank you for your recent purchase.","legitimate","normal","low","en","email","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"465","Merci pour votre achat récent.","legitimate","normal","low","fr","sms","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"466","Urgent ! Confirmez votre mot de passe maintenant : https://morales.com/","phishing","social_media","high","fr","social_media","1","click, delivery, password","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"467","Urgent ! Confirmez votre mot de passe maintenant : http://cannon-olsen.org/","phishing","job_scam","critical","fr","sms","1","password, urgent, click","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"468","تم تعليق حسابك على Microsoft. قم بالتأكيد فوراً: https://rogers-foster.com/","phishing","fake_support","high","ar","email","1","bitcoin, suspended, urgent","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"469","Your Instagram account has been suspended. Verify immediately: http://kelly.com/","phishing","credential_theft","medium","en","social_media","1","verify, urgent, security","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"470","شكراً على عملية الشراء الأخيرة.","legitimate","normal","low","ar","social_media","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"471","Votre commande a été expédiée avec succès.","legitimate","normal","low","fr","email","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"472","لقد ربحت 2 بيتكوين. استلم جائزتك هنا: https://ross.biz/","phishing","fake_support","medium","ar","email","1","bitcoin, password, verify","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"473","Votre colis est bloqué. Cliquez ici : https://watson-dodson.net/","phishing","credential_theft","high","fr","url","1","suspended, click, urgent","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"474","Your order has been shipped successfully.","legitimate","normal","low","en","email","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"475","You won 2 BTC. Claim your reward here: http://morris.com/","phishing","credential_theft","high","en","email","1","security, confirm, bitcoin","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"476","Votre compte Instagram a été suspendu. Vérifiez immédiatement : http://cox.com/","phishing","social_media","medium","fr","sms","1","suspended, urgent, verify","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"477","Votre rendez-vous est prévu demain à 10h.","legitimate","normal","low","fr","email","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"478","Merci pour votre achat récent.","legitimate","normal","low","fr","social_media","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"479","Urgent ! Confirmez votre mot de passe maintenant : http://wright-kline.info/","phishing","job_scam","medium","fr","url","1","delivery, click, urgent","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"480","Your PayPal account has been suspended. Verify immediately: https://robinson.info/","phishing","banking","medium","en","sms","1","click, bitcoin, password","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"481","موعدك غداً على الساعة العاشرة صباحاً.","legitimate","normal","low","ar","social_media","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"482","Urgent! Confirm your password now to avoid account deletion: http://cooper.com/","phishing","banking","critical","en","url","1","password, verify, bitcoin","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"483","Votre rendez-vous est prévu demain à 10h.","legitimate","normal","low","fr","email","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"484","Your meeting is scheduled for tomorrow at 10 AM.","legitimate","normal","low","en","social_media","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"485","تم تعليق حسابك على Instagram. قم بالتأكيد فوراً: http://williams.info/","phishing","credential_theft","high","ar","url","1","password, confirm, verify","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"486","Merci pour votre achat récent.","legitimate","normal","low","fr","sms","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"487","Your order has been shipped successfully.","legitimate","normal","low","en","social_media","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"488","شكراً على عملية الشراء الأخيرة.","legitimate","normal","low","ar","sms","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
